TT,Titulo,directores,resumen,claves,objetivos,director1,director2,sinodal1,sinodal2,sinodal3
2016-A006,Sistema de apoyo para la enseñanza de lengua de señas de los síntomas de las enfermedades más comunes en México “En-seña”,"garcía mendoza consuelo varinia, juárez gambino joel omar","este trabajo terminal propone desarrollar un sistema para La enseñanza del lenguaje de señas de los síntomas de las                                                                                                                                                                                                                                                                 enfermedades más comunes en México Dirigido a personas con discapacidad auditiva y al personal del sector salud, con La                                                                                                                                                                                                                                                                 finalidad de agilizar La comunicación y lograr que las necesidades de estos pacientes sean atendidas de manera adecuada y oportuna                                                                                                                                                                                                                                                                 con este sistema el usuario podrá observar videos en donde un intérprete profesional realizará las señas de cada síntoma, una vez                                                                                                                                                                                                                                                                 aprendidas las señas, el usuario emulara los movimientos del intérprete, a través de reconocimiento de patrones, el sistema                                                                                                                                                                                                                                                                 identificará los movimientos del usuario y le proporcionara una retroalimentación indicando Si los movimientos fueron correctos o                                                                                                                                                                                                                                                                 incorrectos","Lengua de Señas Mexicana, Salud, Reconocimiento de Patrones.",Objetivo General Implementar un sistema de enseñanza para la comunidad médica y la comunidad de personas con discapacidad auditiva con el propósito de que aprendan y conozcan las señas de los síntomas de las enfermedades más comunes en México. Objetivos Específicos Identificar los síntomas de las enfermedades más comunes y obtener su traducción a LSM por medio de una intérprete. Crear una base de datos con los patrones necesarios para identificar las señas elegidas por medio del sensor. Auxiliar en la comunicación independiente entre el doctor y el sordo para el reconocimiento de síntomas del paciente.,garcía mendoza consuelo varinia,juárez gambino joel omar,vélez saldaña ulises,sánchez garcía luz maría,lazcano xoxotla laura
2016-A007,"Sistema de análisis y extracción de datos para la generación de información, Caso de estudio: Smart Fitting Room","ramírez morales mario augusto, silva sánchez carlos","en este trabajo se diseñará e implementará un sistema que permita La extracción y el análisis de datos a través de                                                                                                                                                                                                                                                                 La implementación de un vestidor inteligente (Smart Fitting Room) utilizando análisis de imágenes los datos obtenidos se                                                                                                                                                                                                                                                                 evaluarán mediante el uso de algoritmos y métodos matemáticos para optimizar el objeto social del negocio, reconocer                                                                                                                                                                                                                                                                 patrones de venta y satisfacer los necesidades del cliente","Data Mining, Image Analysis. Pattern Recognition, Neural Network, Smart Fitting Room, Sistema de Recomendación.","Desarrollar un sistema de extracción y análisis de datos que nos permita recolectar lo siguiente: Edad, genero, estados de ánimo y color de piel, utilizando la fotografía del rostro de un cliente en un probador (Smart Fitting Room) garantizando el anonimato del usuario (es decir, no se pedirá ningún tipo de identificación como nombre, CURP, etc.. La información será de utilidad para la empresa mediante el sistema de visualización de la información generada y para el cliente con la implementación de un sistema de recomendación, generando un nuevo paradigma en la forma en la que funcionan los establecimientos de ropa.",ramírez morales mario augusto,sanchez carlos silva,chavarria báez lorena,díaz santiago sandra,puebla lomas jaime hugo
2016-A009,Clasificador basado en redes neuronales profundas,"hermes francisco montes casiano, mario augusto ramírez morales","La solución de problemas de clasificación mediante aprendizaje profundo, es un área de creciente interés y aplicación constante en la  computación actual Una red neuronal artificial (RNA) de aprendizaje profundo intenta mitar a actividad de las distintas capas de neuronas en la corteza cerebral, el 80 por ciento del cerebro donde se produce el pensamiento El software aprende, en un sentido muy real, a reconocer patrones en representaciones digitales de sonidos, imágenes y otros datos [8] Dicha solución puede ser utilizada para reconocer y clasificar objetos en imágenes digitales, videos y procesar voz La aplicación de los clasificadores en el área médica, es también un área que ha crecido a lo largo de los últimos años En concreto, las enfermedades oculares pueden ser notadas en imágenes tomadas de la retina Se propone desarrollar un algoritmo clasificador para detectar anomalías en la salud ocular como la retinopatía diabética (RD) En el presente documento se plantea una aproximación a la solución del problema discutido","Redes Neuronales artificiales, reconocimiento de patrones, aprendizaje profundo, Retinopatia Diabética.","Diseñar, implementar y evaluar un algoritmo de aprendizaje profundo aplicado en la clasificación de imágenes digitales. Objetivos particulares Analizar y probar el algoritmos para el caso de estudio de la retinopatía diabética. Realizar el procesamiento con un algoritmo para la extracción de características de las imágenes. Procesar las características de la imagen por medio una RNA profunda para determinar si existe la enfermedad. Colocar el sistema en una aplicación web para su prueba y utilización.",montes casiano hermes francisco,ramírez morales mario augusto,cruz meza maría elena,gonzález albarrán gisela,tecla parra roberto
2016-A010,SITIO WEB PARA LA VISUALIZACIÓN Y DIFUSIÓN DE CONTENIDO LITERARIO GENERADO POR LOS USUARIOS,"enríquez zárate josé asunción, soto ramos manuel alejandro",NO ESCRITO,NO ESCRITO,"Objetivo  Brindar a los escritores amateur un medio que les permita llegar a una gran audiencia para lograr una gran difusión de sus obras, así como obtener una rápida retroalimentación de los lectores, aumentando con ello sus posibilidades de ser publicados.  Esto mediante el análisis, diseño e implementación un sitio web que permita la visualización y publicación de contenido literario de diversos géneros y en diversos idiomas por parte de los usuarios, además de permitir añadir críticas, dar likes y compartir las obras del agrado del lector por medio de las redes sociales. Objetivos particulares   Brindar al usuario un medio digital para almacenar contenido literario generado por él  Dar difusión al contenido literario por medios digitales   Brindar una interfaz agradable al usuario para la visualización de las obras almacenadas  Dar al usuario un medio para recibir retroalimentación de sus obras",enríquez zárate josé asunción,soto ramos manuel alejandro,díaz santiago sandra,hernández cruz macario,aragón garcia maribel
2016-A012,Aplicación web basada en patrones de diseño de software de apoyo para el programa de transporte universitario,"peredo valderrama rubén, suárez castañón miguel santiago","Crear una aplicación Web de apoyo para el programa de Transporte Universitario (programa municipal que brinda transporte gratuito a estudiantes universitarios); que permita solucionar alguna de las problemáticas que presenta tal como conocer las rutas necesarias para los estudiantes universitarios, llevar el control de usuarios, el registro de asistencias y agilizar el proceso de ingreso al programa","Academia Ingeniería de Software y Sistemas, aplicación Web, patrones de Diseño de Software, bases de datos, Transporte suburbano.","Implementar un mecanismo de apoyo para el programa de Transportes Universitarios que solucione el problema de tener un padrón de beneficiarios actualizados, exista una lista de espera, los beneficiarios puedan ver su historial de asistencia y se neren gafetes para cada uno de ellos. Objetivos específicos Generar la documentación del sistema que incluya:  Análisis y diseño de software  Definición de requerimientos. Crear un módulo de:   Inicio de sesión. Rutas disponibles para estudiantes universitarios de Ixtapaluca Consulta de lista de espera Consulta de listas de beneficiarios Faenas del semestre Asambleas del semestre Generación de gafetes",peredo valderrama rubén,suárez castañon miguel santiago,rodríguez flores eduardo,pastrana fernandez carlos jesus,montes casiano hermes francisco
2016-A013,SISTEMA PARA LA CREACIÓN Y DIFUSIÓN DE CURRICULUM VITAE,"aragón garcía maribel, maldonado castillo idalia","Sistema web gestor de currículum vitae, que permitirá el enlace entre el postulante y la empresa Por un lado el postulante podrá crear, editar y difundir su currículum hacia las empresas, podrá hacer referencias sobre las empresas en las que laboró Las empresas podrán registrarse para publicar vacantes, tener conectividad con los postulantes a través de videoconferencia, hacer referencias laborales a los candidatos y finalmente podrá usar el sistema para consultar información","sistema Web, Tecnologías de La información, Ingeniería de Software, Currículum vitae.",Desarrollar un sistema que apoye en el proceso de contratación de las empresas,aragón garcia maribel,maldonado castillo idalia,díaz santiago sandra,ocampo botello fabiola,juarez carrion alicia guillermina
2016-A020,"Sistema para la Gestión del Proceso de Evaluación Formativa ""Klug""","moreno cervantes axel ernesto, rocha bernabé maría del rosario","En este Trabajo Terminal (TT), se propone un sistema informático web para la gestión del proceso de evaluación forma- tiva que proporcione a los estudiantes insumos de sus progresos, disminuyendo la incertidumbre de sus resultados y brinde al profesor un seguimiento personalizado de los estudiantes durante su formación en cada asignatura A través de este sistema interfaz se pretende que el proceso educativo sea flexible, accediendo al abordaje de los contenidos de las asignaturas para el desarrollo de conocimientos; proporcionando herramientas para la resolución de problemas complejos, promoviendo el aprendizaje autónomo a través de un mo- delo de gestión de evaluación formativa que considera la autoevaluación, heteroevaluación y coevaluación como fases del proceso de evaluación en el proceso de aprendizaje y que a través de una base de datos, algoritmos de minería de datos y tecnologías web permitan dar seguimiento al estudiante por parte del profesor El diseño se realizará en las Unidades de Aprendizaje (UA) de Análisis Fundamental De Circuitos, Electrónica Analógica e Instrumentación, con la intención de proponerlo a otras UA","evaluación Formativa, Minería de datos, bases de datos, Tecnologías Web, Ingeniería de Software","Desarrollar un sistema informático web para la gestión del proceso de evaluación formativa, que utilice recursos para el abordaje de los contenidos de las asignaturas en los procesos de evaluación, con el fin de disminuir la incertidumbre de sus resultados obtenidos en todo el proceso de evaluación y aumentar el aprovechamiento académico en las unidades de aprendizaje (UA). Por medio de un gestor de bases de Datos, utilizando algoritmos de minería de datos y tecnologías web; que permitan dar un seguimiento en el proceso de evaluación formativa al alumno por parte del profesor.",moreno cervantes axel ernesto,rocha bernabé maria del rosario,pérez vera monserrat gabriela,ortega pacheco josé david,franco martinez edgardo adrián
2016-A021,Sistema degeneracióndetokensusando cifrados quepreservanelformato,sandra díaz santiago,"En la actualidad se le atribuye a cada gran empresa, sobre todo aquellas con el giro de ventas, sean productos y/o servicios), un sitio dedicado a ventas en línea, siendo como principal método de pago la tarjeta de crédito En varios casos esta información es almacenada en bases de datos sin ser sometida a algún tipo de cifrado, sin embargo, el cifrar este tipo de Información Personal Sensible (IPS) en bases de datos ha presentado diversos problemas, puesto que el cifrar información trae consigo cambiar su formato y en la mayoría de los casos genera datos más grandes en comparación con los ingresados, es por lo anterior que surge la problemática de implementar un algoritmo de cifrado que permita conservar el formato original de los datos, por ejemplo, el resultado de cifrar un número de tarjeta de crédito (entero de 16 dígitos) sea otro número de tarjeta de crédito El presente protocolo describe una propuesta para llevar a cabo el cifrado de números de tarjeta de crédito usando un proceso de tokenización el cual consiste en generar un número de 16 dígitos que no tenga relación con el número verdadero permitiendo que este pueda ser almacenado en la base de datos correspondiente sin la necesidad de modificar la estructura de dicha base o afectando a otros sistemas relacionados con dicho dato","Criptografía, generación de tokens, privacidad y autenticación.","Desarrollar unsistemaparalageneracióndetokensparaprotegerlosnúmerosdetarjetas de crédito,atravésdeesquemasdecifradoquepreservanelformato. ObjetivosEspecíficos  Implementarunalgoritmocriptográficoquepermitapreservarelformato.  Implementarelprocesodetokenizaciónespecíficoparanúmerosdetarjetasdecrédito.  Establecer uncanalseguroelcualpermitiráelenvíodelosnúmerosdetarjetasde crédito.  Implementarunabasededatosquealmacenelostokensynúmerosdetarjetadecrédito.  Implementarelprocesodedetokenizacióncorrespondiente.  Realizarunejercicioparamostrarlafuncionalidadyotrasutilidadesquepuedanser añadidas.",díaz santiago sandra,,montiel pérez jesús yalja,cortez duarte nidia asunción,lopez rabadán jose jaime
2016-A022,CONTROL DE TRÁFICO VEHICULAR MEDIANTE INTERNET DE LAS COSAS,romero herrera rodolfo,"el propósito de una Smart City (Ciudad inteligente) es mejorar el estilo de vida de las personas y el cuidado del medio                                                                                                                                                                                                                                                                 ambiente, con ayuda de Tecnologías de La información y comunicación La finalidad de este proyecto es utilizar Internet de las                                                                                                                                                                                                                                                                 Cosas (IoT) para implementar un control de tráfico vehicular que permitirá mejorar el tránsito de las Redes viales de una Ciudad que, al saturarse, afecta La Calidad de vida de los ciudadanos y el medio ambiente para tal propósito se pretende Crear un prototipo para                                                                                                                                                                                                                                                                 La comunicación que sería instalado en los semáforos e implementar el Software de monitoreo y el servidor para el Cómputo en La                                                                                                                                                                                                                                                                 nube Aunque La seguridad del sistema es importante, no se manejará en este proyecto","Cómputo en La niebla, Cómputo en La nube, Internet de las Cosas, Smart City.",Objetivos Desarrollar un sistema para el control de tráfico vehicular empleando el Internet de las Cosas y el concepto de Smart City. Objetivos específicos  Implementar Internet de las cosas en los semáforos para mejorar su infraestructura.  Desarrollar el software y hardware del sistema.  Emplear para el sistema una red para cómputo en la nube y cómputo en la niebla,romero herrera rodolfo,,o torres saul de la,díaz santiago sandra,lopéz ruiz gabriela de jesús
2016-A023,Sistema de acervo de contenido Académico multimedia “Alexandría”,"araujo díaz david, méndez segundo laura","En este documento se presenta la propuesta para el desarrollo de un sistema que almacene y administre contenido académico en forma de archivos de video, y a su vez permita su visualización para los alumnos interesados El sistema permitirá el registro de los alumnos del Instituto Politécnico Nacional, en específico de la Escuela Superior de Cómputo que cursen el primer nivel de la carrera de Ingeniería en Sistemas Computacionales y a algunos usuarios su colaboración mediante la carga de videos al sistema Esto mediante técnicas de desarrollo de aplicaciones para la web y Android","Acervo de video tutoriales, Plataforma Online, Programación, Repositorio","Objetico general Implementar un sistema de acervo de temas selectos de las unidades de aprendizaje correspondientes al primer nivel de la carrera de ingeniería en sistemas computacionales para facilitar el acceso de información a los alumnos, mediante una plataforma Web. Objetivos específicos Aprender acerca del desarrollo de aplicaciones en Dispositivos Móviles en plataforma Android. Diseñar e implementar el módulo de gestión de perfiles de usuarios.  Diseñar e implementar el módulo de gestión de videos.  Diseñar e implementar la interfaz del sistema. Asignaturas Objetivo Algebra Lineal.  Matemáticas Discretas.  Algoritmia y Programación estructurada. Análisis Fundamental de circuitos.",araujo díaz david,méndez segundo laura,hernández rubio erika,márquez arreguin guillermo,sánchez garcía luz maría
2016-A024,Prototipo de Aplicación Web para la Educación a Distancia “CoreProgramming”,"enríquez zárate josé asunción, jiménez galán yasmín ivette","A continuación se presenta el documento con la propuesta para el Trabajo Terminal que consiste en el desarrollo de un prototipo de plataforma educativa con la capacidad de ofrecer cursos de programación a distancia enfocada a las necesidades del Centro de Educación Continua (CEC) de la Escuela Superior de Cómputo (ESCOM), delimitándolo por el momento al curso básico de lenguaje JAVA En el cual, se busca incorporar un diseño instruccional proporcionado por la Unidad Politécnica para la Educación Virtual (UPEV), con la finalidad de que el contenido de los cursos sea estandarizado Esto mediante el uso de tecnologías y herramientas de desarrollo para aplicaciones web","Cloud Computing, Educación a Distancia, Tecnologías Web.","Objetivos General Desarrollar un prototipo de aplicación web para el CEC, que sea capaz de brindar un medio para  la impartición de cursos de programación en lenguaje JAVA, así como la gestión y organización  de los contenidos apegándose al diseño instruccional de la UPEV. Particulares Desarrollar un módulo capaz de gestionar a los usuarios Desarrollar un módulo capaz de gestionar los contenidos del curso Desarrollar un módulo que permita la captura y compilación de código JAVA Desarrollar un módulo para gestionar los códigos fuente que va generando el alumno",enríquez zárate josé asunción,jiménez galan yasmín ivette,hernández cruz macario,soto ramos manuel alejandro,celis domínguez adriana berenice
2016-A025,Sistema web para fomentar la interculturalidad en niños de diferentes países y culturas bajo la supervisión de un tutor o responsable,no archivos,NO ARCHIVOS,NO ARCHIVOS,NO ARCHIVOS,no archivos,no archivos,garcía sales juan vicente,ocampo botello fabiola,flores delgado raquel
2016-A026,FOLLOW ME: “SISTEMA DE LOCALIZACIÓN Y GUÍA DE SITIOS DE INTERÉS”,"erika hernández rubio, amilcar meneses viveros","El smartwatch podría ser un auxiliar en los sistemas de guía, debido a su portabilidad El desarrollo de este trabajo terminal consistirá en desarrollar un sistema de localización y guía de sitios de interés con geolocalización, que logre notificar a través de una combinación de dispositivos móviles, en este caso un smartwatch y un Smartphone Este sistema notificará la mejor ruta a seguir para el usuario, con un algoritmo de data mining para análisis de datos provenientes de recursos conocidos, como son las bases de datos de Google, así como el uso de su ubicación (GPS), para dar la mejor opción al usuario Además utilizando criterios de HCI para que la información que se despliegue en el smartwatch, sea usable al usuario","Aplicaciones Móviles, data Mining, Geolocalización, Mobile HCI.",Desarrollar una aplicación móvil en la plataforma Android que se auxilie del smartwatch para la localización y guía de sitios de interés dirigido al sector turístico. Analizar datos y propuesta de algoritmos de data min Obtener punto de interés utilizando geolocalización.,hernández rubio erika,meneses viveros amilcar,moreno cervantes axel ernesto,martinez perales josé cruz,montes casiano hermes francisco
2016-A027,Herramienta de apoyo para el registro y evaluación de protocolos de trabajo terminal (HA-REPTT),"ortega pacheco josé david, josé asunción enríquez zárate","El presente documento describe la propuesta inicial para el análisis, desarrollo e implementación de una herramienta de apoyo que cumpla con los requerimientos actuales para la gestión de los protocolos de Trabajo Terminal en la ESCOM Dicha herramienta será utilizada principalmente por la CATT (Comisión Académica de Trabajos Terminales), alumnos, profesores y presidentes de academia, y permitirá que se tenga definido un proceso de registro y evaluación del protocolo de Trabajo Terminal de manera formal, así como un control automatizado y en su caso semi-automatizado de las tareas que se realizan cuando se gestionan los trabajos terminales","Aplicaciones Web, MVC, Ingeniería de Software, Base de Datos, CATT, Modelo de Procesos de Negocio.",General Desarrollar e implementar una herramienta de apoyo al proceso de registro y evaluación de protocolos de trabajo terminal de la Escuela Superior de Cómputo (ESCOM) del IPN. Particulares Definir el proceso de negocio actual para registro y evaluación de protocolos de trabajos terminales. Analizar el proceso de negocio y de ser necesario realizar reingeniería del proceso definido en el punto anterior. Definir la arquitectura que tendrá la herramienta de apoyo. Definir las tecnologías y criterios de aceptación de la herramienta para determinar nivel cumplimiento de los objetivos anteriores.,ortega pacheco josé david,enríquez zárate josé asunción,méndez segundo laura,sánchez cruz virginia,garcía mendoza consuelo varinia
2016-A028,Implementación de sistema web para análisis y detección de aplicaciones de software malicioso para dispositivos con sistema operativo Android,"rodríguez mota abraham, hernández cruz macario","El alto impacto del sistema operativo Android en el mercado de los dispositivos móviles ha contribuido fuertemente a la aparición cada vez más frecuente de aplicaciones maliciosas que buscan obtener beneficio a partir del acceso no autorizado a la información de los usuarios Esta situación, aunada a la necesidad de desarrolladores altamente especializados para la realización de análisis de seguridad ha provocado que la mayoría de desarrollos carezcan o realicen mínimas consideraciones en el área de seguridad Por ello, el presente proyecto busca proporcionar una aplicación web que permita el acceso a resultados de análisis y detección de forma amigable y eficiente, reduciendo la necesidad de contar con recursos y habilidades especializadas para la instalación y uso de herramientas de análisis y detección","Dispositivos móviles, teléfonos inteligentes con sistema Android, desarrollo web, análisis y detección de malware","Diseñar un prototipo de sistema web capaz de presentar visualmente a los usuarios un conjunto de datos relativos al análisis (estático y dinámico); como lo son requisición de permisos, intents de Android, llamadas a APIs, entre otros; y detección de código malicioso en aplicaciones desarrolladas para el sistema Operativo Android.",rodríguez mota abraham,hernández cruz macario,enríquez zárate josé asunción,moreno cervantes axel ernesto,montes casiano hermes francisco
2016-A031,Sistema de información para el Registro/Validación de Documentos de Investigación para la Solicitud de Beca por Exclusividad “SIBE”,"axel ernesto moreno cervantes, ocotitla rojas nancy","En el presente documento se describen los pasos para la realización de un sistema web basado en la nube, para la validación y registro de diversos documentos de los profesores, haciendo uso de tecnologías sofisticadas y un patrón de diseño MVC (Modelo Vista Controlador) con el fin de solucionar la problemática actual por la cual los profesores pasan a la hora de enviar sus documentos a la Comisión de Operación y Fomento de Actividades Académicas del IPN (COFAA), que consiste en el extenso papeleo de constancias, revistas, artículos científicos, etc, que los profesores deben de realizar y que los evaluadores deben de revisar para así brindar un puntaje impreciso, debido al criterio de cada uno de ellos La arquitectura implementada permite versatilidad y flexibilidad en el cómputo en el cual el sistema correrá","MVC, Sistema web basado en la nube, COFAA.",Objetivo Implementar un sistema de información basando en la web que facilite los procesos de registro y validación de documentos de investigación del punto dos del instructivo del reglamento de COFAA para la solicitud de beca SIBE en el IPN. Desarrollar los módulos que permitan registrar los documentos de las diversas actividades en los diferentes organismos del IPN. Desarrollar un módulo que facilite el proceso de validación de documentos por parte de los revisores de expedientes. Desarrollar un módulo para la publicación de resultados de las validaciones. Implantar el sistema en una arquitectura basada en un servicio de nube.,moreno cervantes axel ernesto,ocotitla rojas nancy,méndez segundo laura,rivera de la rosa mónica,guzmán flores jessie paulina
2016-A033,Sistema Asesor para la Programación en Lenguaje Java,cortés galicia jorge,"El uso de las Tecnologías de la Información (TI) y su impacto dentro de los espacios de aprendizaje han crecido notoriamente en los últimos años Comenta Salinas [1] que hoy no  puede concebirse un centro de recursos de aprendizaje sin hacer referencia a la aplicación de las TI Es por ello que surge la  necesidad de aplicar tecnologías que, de manera amigable e intuitiva, faciliten el proceso de aprendizaje en el estudiantado Es por ello que se propone crear un sistema que permita a los estudiantes del lenguaje de programación JAVA observar sus errores y  mostrar sugerencias para corregirlos mediante el uso de  técnicas de inteligencia artificial","análisis y Diseño Orientado a Objetos, Compiladores, Inteligencia Artificial, Programación Orientada a Objetos.",Desarrollar un sistema para la asesoría educativa durante la construcción de programas en lenguaje Java que permita al alumno recibir observaciones conceptuales del porqué de los errores así como sugerencias para corregirlos empleando técnicas de inteligencia artificial.,cortés galicia jorge,,o torres saul de la,garcía sales juan vicente,enríquez zárate josé asunción
2016-A034,Sistema de información móvil para el apoyo del aprendizaje de tópicos en Cálculo Aplicado,no carpeta,NO CARPETA,NO CARPETA,NO CARPETA,no carpeta,no carpeta,ortiz ramírez josé antonio,sanchez moreno adriana de la paz,viveros vela karina
2016-A036,SISTEMA DE APOYO PARA LA DETECCIÓN DE BULLYING Y RECOMENDACIÓN DE ESTRATEGIAS DE INTERVENCIÓN DENTRO DEL AULA EN EDUCACIÓN BÁSICA EMPLEANDO ALGORITMOS DE DECISIÓN,"euler hernández contreras, yasmín ivette jiménez galán","En este reporte se presenta la documentación técnica del Trabajo Terminal 2016-A036  titulado “Sistema de apoyo para la detección de bullying y recomendación de estrategias  de intervención dentro del aula en educación básica empleando algoritmos de decisión”,  cuyo objetivo identificar los perfiles involucrados en la problemática de bullying los  cuales son víctima, agresor y observador , brindando recomendaciones y estrategias de  intervención a docentes de nivel básico de educación primaria esto como apoyo a su  labor docente, esto fue posible empleando el algoritmo C45","Algoritmo C4., Minería de datos, Sistemas de recomendación","Objetivo General  Desarrollar un sistema que identifique los perfiles de acoso escolar (víctima, agresor u  observador) brindando recomendaciones al docente como apoyo a su labor, mismas que  se mostrarán en un reporte general Objetivos Particulares  Desarrollar un módulo de captura de promedios bimestrales. Implementar un cuestionario a alumnos de nivel básico de educación primaria. Brindar recomendaciones al docente mediante el algoritmo C  Obtener los resultados del perfil (Agresor, víctima u observador). Realizar pruebas de integración para verificar que los resultados sean  pertinentes.  Presentar los resultados de manera visual.",hernández contreras euler,jiménez galan yasmín ivette,perez vera sandra mercedes,sánchez garcía luz maría,enríquez zárate josé asunción
2016-A037,"Prototipo de un sistema de monitoreo para personas de la 3ra. edad con alguna discapacidad, mediante el uso de sensores utilizando una aplicación móvil","rocha bernabé maría del rosario, morales cruz juan carlos","Actualmente en la ciudad de México la población que presenta alguna discapacidad, en su mayoría sobrepasan la edad de 60 años, atribuyendo discapacidades por causa de la edad avanzada, tales como la dificultad para caminar, oír, hablar o comunicarse, por lo que se requiere del cuidado y atención de un familiar, una alternativa para ayudar a monitorear determinada dificultad que presentan las personas con discapacidad, es utilizar un prototipo que nos permita generar alertas cuando se vean alteradas ciertas variables fisiológicas, que presenten una alteración en su funcionamiento, indicando si la persona tiene algún tipo de emergencia, la notificación se hace al celular de sus familiares y/o los servicios de emergencia","sensores, Microcontroladores, Móviles, Programación.","General Desarrollar un prototipo para supervisar a personas mayores que tengan algún tipo de discapacidad, mediante alertas a un dispositivo móvil, que serán generadas por sensores para brindar información de algunos signos vitales de importancia y podrán determinar si la persona necesita alguna asistencia médica. Objetivos Particulares Implementar una etapa de sensores, que implican el acondicionamiento de las señales emitidas por los sensores, posteriormente adecuar las señales para poder ser transmitidas de manera inalámbrica, una vez que sean transmitidas al microcontrolador se procesarán las señales para evaluar las condiciones en las que se encuentra el familiar discapacitado y así poder determinar si es una situación vulnerable, en el caso de que lo sea emitir una alerta mediante una aplicación móvil.",rocha bernabé maria del rosario,morales cruz juan carlos,rueda meléndez josé marco antonio,ortega gonzález ruben,jiménez ruiz rené baltazar
2016-A039,Repositorio Digital para el desarrollo colaborativo de proyectos realizados por alumnos de la ESCOM,"peredo valderrama rubén, vélez saldaña ulises","El presente Trabajo Terminal tiene como objetivo el desarrollo de una plataforma Web que permita a los alumnos de la ESCOM almacenar y realizar tanto prácticas como proyectos de manera colaborativa, esto haciendo uso de un repositorio digital, que facilite operaciones básicas como crear, compartir y editar archivos; además de contar con un foro para cada proyecto, así como una wiki informativa","Repositorio Digital, Plataforma de Desarrollo Colaborativo, Web Application Development.","GENERAL Desarrollar un repositorio digital que permita visualizar, compartir y desarrollar proyectos de forma colaborativa entre alumnos de la ESCOM, que al mismo tiempo sea un apoyo de consulta y base de autoaprendizaje. ESPECÍFICOS Desarrollo del módulo de gestión de cuentas y usuarios. Desarrollo del módulo de gestión de proyectos Desarrollo del módulo de gestión de wikis y foros Desarrollo del módulo de trabajo colaborativo Desarrollo del módulo de edición de código",peredo valderrama rubén,vélez saldaña ulises,botello castillo alejandro,gonzález ramírez marko alfonso,maldonado muñoz miguel ángel
2016-A040,ERP para la Gestión de Operaciones de Negocio de Renta de Transporte Turístico,"torres gonzález enrique, hernández contreras euler","En el presente Trabajo Terminal se desarrollará un sistema web el cual rediseña, innova y estandariza la forma de operar de los negocios de renta de transporte turístico en México, enlaza a los clientes con los propietarios de unidades turísticas, establece las responsabilidades y tareas de todas las partes involucradas en el negocio, guiando a dichas partes a través de sus tareas, facilitando y agilizando los procedimientos, además almacena la información clave para generar cálculos referentes a las finanzas del negocio los cuales serán de ayuda en la toma de decisiones","Gestión Empresarial, bases de datos, sistema Web, Ingeniería de Software.","Desarrollar un sistema web que apoye a la gestión de renta de transportes turísticos en las tareas relacionadas con los propietarios, clientes y operadores para la generación de cálculos referentes a las finanzas y apoyo a la toma de decisiones. Objetivos específicos Estandarizar, innovar y redefinir el negocio enfocado a un sistema web, con un caso de estudio. Guiar a los involucrados en el negocio con sus tareas y responsabilidades por medio del sistema. Automatizar tareas repetitivas como: Generación de órdenes de viajes (Cliente y Propietario), recibos de pagos, contabilidad, reportes, búsqueda de viajes similares para ayudar a estimar una cotización.",torres gonzález enrique,hernández contreras euler,mendoza macías elba,suárez castañon miguel santiago,palma orozco rosaura
2016-A041,Aplicación móvil para denuncia ciudadana en línea,no archivos,NO ARCHIVOS,NO ARCHIVOS,NO ARCHIVOS,no archivos,no archivos,reséndiz muñoz roció,cruz lázaro apolinar francisco,bautista rosales sandra ivette
2016-A042,QuÍmica-Augmented Reality Interactive (Q-AR Interactive),ortega pacheco josé david,"Q-AR Interactive será una herramienta de apoyo para el proceso de aprendizaje para alumnos NML (New Millennium Learners) de la asignatura de Química III del Nivel Medio Superior del Instituto Politécnico Nacional, implementando nuevas Tecnologías para la Información como la Realidad Aumentada y el Sensor Kinect desarrollado por Microsoft","Interacción Humano-Computadora, Interfaz Natural de usuario, Química, Realidad Aumentada.","General Desarrollar una herramienta de apoyo para la unidad de aprendizaje Química III, del nivel medio superior del Instituto Politécnico Nacional, con base en la tecnología de la Realidad Aumentada. Específicos Delimitar en qué tema o temas de Química se pueden usar las Tecnologías de la Información como Realidad Aumentada e INU.  Determinar cuáles Tecnologías de la Información podrían servirnos. Seleccionar el tema de Química para el que será desarrollado dicha herramienta.",ortega pacheco josé david,,saucedo delgado rafael norman,pérez vera monserrat gabriela,montiel sánchez ángel salvador
2016-A043,CONSULTOR VIRTUAL PARA LA ADQUISICIÓN DE UNA VIVIENDA (CONADVI),"de luna caballero roberto, ocampo botello fabiola","en este documento se presenta La propuesta para el desarrollo de un sistema Web que mediante datos proporcionados por                                                                                                                                                                                                                                                                 el usuario y usando criterios para La adquisición de una vivienda como La ubicación geográfica, sus dimensiones, poder adquisitivo o                                                                                                                                                                                                                                                                 La disponibilidad de infraestructura Básica y servicios, entre otros aspectos determine cuál de las ofertas de vivienda se acerca a los                                                                                                                                                                                                                                                                 intereses del usuario utilizando algoritmos para Sistemas de recomendación y procesamiento de datos masivos","Bases de Datos, Web, Sistemas de Recomendación, Adquisición de una Vivienda, Procesamiento de Datos","Objetivo general Desarrollar un sistema web para generar recomendaciones considerando criterios previamente establecidos para la adquisición de una vivienda.  Nota: En este punto es importante mencionar que los criterios serán sujetos de análisis de los cuales algunos podrían ser la ubicación geográfica, sus dimensiones, rango de precio y servicios.  Analizar los criterios usados para la adquisición de la vivienda. Analizar los métodos del área de sistemas de recomendación enfocados a la solución de problemas de esta naturaleza.",de luna caballero roberto,ocampo botello fabiola,garcía sales juan vicente,sánchez cruz virginia,catalán salgado edgar armando
